time,open,high,low,close,volume,ticker,%_change,change,latest_change
2023-01-18,43090,44770,42840,44520,3686900,MWG,4.41,1880.0,1880.0 (4.41%)
2023-01-19,44520,45660,44320,45170,3493900,MWG,1.46,650.0,650.0 (1.46%)
2023-01-27,45960,46450,45460,45460,2479800,MWG,0.64,290.0,290.0 (0.64%)
2023-01-30,45460,46360,44970,45760,3206700,MWG,0.66,300.0,300.0 (0.66%)
2023-01-31,45460,46060,44920,46060,2723800,MWG,0.66,300.0,300.0 (0.66%)
2023-02-01,45760,46700,45270,46650,7835500,MWG,1.28,590.0,590.0 (1.28%)
2023-02-02,46500,49430,45860,49430,4860800,MWG,5.96,2780.0,2780.0 (5.96%)
2023-02-03,47590,48140,47350,47350,6219600,MWG,-4.21,-2080.0,-2080.0 (-4.21%)
2023-02-06,46550,46750,45270,46700,2653000,MWG,-1.37,-650.0,-650.0 (-1.37%)
2023-02-07,46210,47540,45270,45270,2018900,MWG,-3.06,-1430.0,-1430.0 (-3.06%)
2023-02-08,45270,45560,44080,44080,1647000,MWG,-2.63,-1190.0,-1190.0 (-2.63%)
2023-02-09,43980,45020,43580,43580,1472800,MWG,-1.13,-500.0,-500.0 (-1.13%)
2023-02-10,43580,44030,41700,41700,2032500,MWG,-4.31,-1880.0,-1880.0 (-4.31%)
2023-02-13,41700,42100,41110,42100,1726000,MWG,0.96,400.0,400.0 (0.96%)
2023-02-14,42390,42590,42000,42100,803200,MWG,0.0,0.0,0.0 (0.0%)
2023-02-15,42100,43090,42100,42340,1084700,MWG,0.57,240.0,240.0 (0.57%)
2023-02-16,42790,43090,42390,42890,944200,MWG,1.3,550.0,550.0 (1.3%)
2023-02-17,42890,42890,42440,42840,959100,MWG,-0.12,-50.0,-50.0 (-0.12%)
2023-02-20,42790,43880,42340,43880,1874700,MWG,2.43,1040.0,1040.0 (2.43%)
2023-02-21,43980,44820,43980,44080,1405600,MWG,0.46,200.0,200.0 (0.46%)
2023-02-22,43580,44080,42590,42590,1644500,MWG,-3.38,-1490.0,-1490.0 (-3.38%)
2023-02-23,42390,42590,41600,42590,1313900,MWG,0.0,0.0,0.0 (0.0%)
2023-02-24,42100,42540,41200,41700,1625600,MWG,-2.09,-890.0,-890.0 (-2.09%)
2023-02-27,40610,41500,40120,40120,1974700,MWG,-3.79,-1580.0,-1580.0 (-3.79%)
2023-02-28,40120,40810,39470,39620,1567900,MWG,-1.25,-500.0,-500.0 (-1.25%)
